Tiempo autenticacion, Tiempo Consulta
431238822,415974
384256370,328735
427697305,408428
292780070,404805
146245440,367373
235284760,402994
487333765,442841
412086799,411144
478736259,392731
529631222,375524
431542802,420503
563665644,365865
347849869,407220
323622538,338696
780972046,386391
1298418664,453708
233126705,345035
1065975388,409333
356685548,386995
338771186,376127
961402238,446463
490586695,395448
432288718,502611
689803348,318169
401469796,403598
284921537,421709
114358809,431672
885646625,425332
579934223,333564
1240170193,350167
970908366,434087
349457921,362543
590040164,461556
362762757,382769
668446179,410540
402814014,354695
240913997,403295
125841269,345639
1062945840,394240
612950142,409937
255430834,424728
244379140,380052
450174103,434690
466625311,367675
232977582,376732
577387965,409635
220605518,358921
433994576,407522
479287168,334168
200138859,402089
502723001,376128
661235154,34030195
309704306,426841
386008715,371600
405558599,352582
614183575,348959
243928451,487215
927463206,348054
506057738,454312
218013074,382768
265778571,348356
216478376,359223
435605646,381259
425945262,393335
398382591,404805
183735044,329338
627940610,393033
235656963,355902
507930528,327829
533601090,549702
165200644,32646735
176530056,438312
229566774,363449
446559231,305491
472975106,413560
651568431,358317
539975337,1648200
439691430,588945
213206730,370392
603859685,417786
471485991,429558
295555444,384580
251496889,406616
500676939,386995
294083234,455519
317315306,367071
355589465,360129
549604024,565701
469259713,429559
272100595,388806
228000079,340507
294317484,431973
452957930,421408
